"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"4004_2802_2_20250427","12_2_20250427","2_112000718_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000719_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000721_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000722_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000723_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000724_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000725_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000727_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112001240_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000731_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000733_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000735_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000736_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000737_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000741_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000594_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000283_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000514_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000517_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000135_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000138_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000520_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000524_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000525_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000527_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000529_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000341_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000533_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000536_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000541_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000544_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000547_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000549_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000550_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000551_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000103_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000554_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000108_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_8_20250427","8_312000109_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2812_2_20250427","12_8_20250427","8_312000386_20250427","本妙寺電停前",,,,,,,"12"
"4005_1422_2_20250427","13_3_20250427","3_113001274_20250427","長嶺団地",,,,,,,"13"
"4005_1431_1_20250427","12_2_20250427","2_113001276_20250427","桜町バスターミナル",,,,,,,"12"
"4005_1431_1_20250427","12_2_20250427","2_113001278_20250427","桜町バスターミナル",,,,,,,"12"
"4005_1431_1_20250427","12_2_20250427","2_113001284_20250427","桜町バスターミナル",,,,,,,"12"
"4005_1431_1_20250427","12_2_20250427","2_113001285_20250427","桜町バスターミナル",,,,,,,"12"
"4005_1431_1_20250427","13_3_20250427","3_113001275_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1431_1_20250427","13_3_20250427","3_113001277_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1431_1_20250427","13_3_20250427","3_113001279_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1431_1_20250427","13_3_20250427","3_113001281_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1431_1_20250427","13_3_20250427","3_113001283_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1432_2_20250427","12_2_20250427","2_113001286_20250427","託麻南",,,,,,,"12"
"4005_1432_2_20250427","12_2_20250427","2_113001292_20250427","託麻南",,,,,,,"12"
"4005_1432_2_20250427","13_3_20250427","3_113001291_20250427","託麻南",,,,,,,"13"
"4005_1432_2_20250427","13_3_20250427","3_113001293_20250427","託麻南",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001193_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001194_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001195_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001196_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001197_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001241_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001202_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113000127_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001173_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001244_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001206_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113000212_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001212_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001248_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_3_20250427","3_113001215_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_9_20250427","9_313000903_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_9_20250427","9_313000930_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_9_20250427","9_313000905_20250427","桜町バスターミナル",,,,,,,"13"
"4005_1441_1_20250427","13_9_20250427","9_313000907_20250427","桜町バスターミナル",,,,,,,"13"
